,A5,AWS,Ag,Al,Applications,As,B,Be,C,Category,Co,Cr,Cu,DIN,DIN_W,Diffusible Hydrogen,Fe,HT_Temp,HT_Time,Hardness,Hardness_Scale,Heat_Treated_As,IE-20,IE-40,IE-60,ISO,Mg,Mn,Mn + Ni + Cr + Mo + V,Mo,N,Name,Nb,Nb+Ta,Ni,Ni+Co,Ni+Mn,Other,Others,P,P S,Properties,Redry_Time,Redrying_Temp,Rm,Rp0,S,S Ni,SN,Si,Si P,Sn,Suitable_For,Ti,V,W,Zn,Zr,conformances,ind,url
236,,A 5.4: E 308Mo-26,0.0,0.0,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8556: E 18 8 3 MPR 3 1 150,1.4431,,0.0,0.0,,,0.0,,,,,3581-A E 20 10 3 L R 53,0.0,0.0,,0.0,0.0,Cronimo HLS,0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.0,,,,0.0,,,0.0,,0.0,"NF A 35-578 : Z 15 CN 24.13 ASTM/AISI : 304, 347, 309  DIN 17175 : X 12 CrNi 22.12. Werkstoff Nr : 1.4828, 1.4311, 1.4712, 1.4742. UGINE :  NS 24, R 27. All construction steels , low alloyed in combination with stainless steels.
",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cronimo-hls
237,30.0,A 5.4: E 308Mo-16,0.0,0.0,"Rutile low carbon electrode for welding low-alloyed steel to stainless or austenitic manganese steels, it is suitable for stainless cladding. Weld metal has corrosion resistance to acids and salt water",,0.0,0.0,0.03,3.0,0.0,19.0,0.0,8556: E 20 10 3 R23,1.4431,,67.97,0.0,,,0.0,AW,60.0,,,ISO 3581-A E 20 10 3 R32,0.0,0.0,,3.0,0.0,Cronimo Ti,0.0,0.0,10.0,0.0,,,0.0,0.0,,,2.0,300.0,600.0,400.0,0.0,,,0.0,,0.0,"NF A 35-578 : Z 15 CN 24.13 ASTM/AISI : 304, 347, 309 DIN 17175 : X 12 CrNi 22.12. Werkstoff Nr : 1.4828, 1.4311, 1.4712, 1.4742. UGINE : NS 24, R 27. All construction steels , low alloyed in combination with stainless steels.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cronimo-ti
238,40.0,A 5.7: no standard,12.5,25.0,"continious resistance welding of steel plates, metal cans etc.",,0.0,0.0,0.0,2.0,0.0,0.0,0.0,(E-Cu58),,,5.0,0.0,,50.0,1.0,,60.0,,1083.0,24373: no standard,0.0,0.0,,0.0,0.0,Cu 58,0.0,0.0,0.0,0.0,,,0.0,0.0,,High quality 99.9% pure copper wireExcelent electrical conductivityExcellent corrosion resistance,0.0,,200.0,,7.5,,,0.0,,0.0,Sudronic welding of steel cans and sheet metal in general metal fabrication. Usualy the wire is in the F21 condition.,0.0,0.0,0.0,10.0,0.0,,,http://www.ceweld.nl/en/product/cu-58
239,30.0,A 5.7: no standard,0.9,0.0,"Electrical contacts, cables, joining copper alloys, rebuilding copper components, installations made from copper tubes etc..",,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1733: SG-CuAg,2.1211,,0.0,0.0,,60.0,1.0,AW,75.0,,1075.0,24373:Cu1897 CuAg1,0.0,0.07,,0.0,0.0,CuAg,0.0,0.0,0.0,0.0,,0.5,0.0,0.014,,"Copper alloy, silvealloyewith a slightly higher percentage of phosphor, suitable for MIG welding, easy to handle, high plasticity of the weld metal.
High quality alloyed copper wireThe weld metal is a CoppeSilver alloySound, pore free deposits and high electrical conductivityExcellent corrosion resistance",0.0,,200.0,,0.0,,,0.0,,0.0,Rebuilding and reconditioning electrical contacts.,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cuag
24,31.0,A 5.9: ~ER 309 LMo,0.0,0.0,"A continuous, solid, corrosion-resistant wire of the ''309LMo'' type. 309MoL is used for the overlay welding of unalloyed and low-alloyed steels and for welding dissimilar steels, such as 316L, to unalloyed and low-alloyed steels when Mo is essential.",,0.0,0.0,0.03,2.0,0.0,24.0,0.75,8556: SG X12CrNiMo 24 12 3,1.4459,,0.0,0.0,,,0.0,AW,110.0,60.0,,14343-A: G 23 12 3 L,0.0,1.75,,2.5,0.0,309LMo,0.0,0.0,13.0,0.0,,,0.0,0.03,,Excelent corrosion resistance against oxidising air upto 950ºC. Good resistance against hot cracking due to the high Mo. content.,0.0,,600.0,400.0,0.03,,,0.47500000000000003,,0.0,"Buffer layers before hard facing, dissimilar joints between ferritic and austenitic steels and or other stainless steel types to standard carbon steel. Recommended for cladding on low alloyed steel in case AISI 316 is required as first layer.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/309lmo
240,30.0,A 5.7: no standard,0.9,0.0,"Electrical contacts, cables, joining copper alloys, rebuilding copper components, installations made from copper tubes etc..",,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1733: SG-CuAg,2.1211,,0.0,0.0,,60.0,1.0,AW,75.0,8.9,1075.0,24373:Cu1897 CuAg1,0.0,0.07,,0.0,0.0,CuAg (LP) Tig,0.0,0.0,0.0,0.0,,0.5,0.0,0.014,,,0.0,,200.0,,0.0,,,0.0,,0.0,Rebuilding and reconditioning electrical contacts.,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cuag-lp-tig
241,30.0,A 5.7: no standard,0.9,0.0,"Electrical contacts, cables, joining copper alloys, rebuilding copper components, installations made from copper tubes etc..",,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1733: SG-CuAg,2.1211,,0.0,0.0,,60.0,1.0,AW,75.0,,1075.0,24373:Cu1897 CuAg1,0.0,0.085,,0.0,0.0,CuAg Tig,0.0,0.0,0.0,0.0,,0.5,0.0,0.0375,,"Copper alloy, silvealloyewith a slightly higher percentage of phosphor, suitable for TIG welding, easy to handle, high plasticity of the weld metal.
High quality alloyed copper wireThe weld metal is a CoppeSilver alloySound, pore free deposits and high electrical conductivityExcellent corrosion resistance",0.0,,200.0,,0.0,,,0.0,,0.0,Rebuilding and reconditioning electrical contacts.,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cuag-tig
242,40.0,A 5.7: ER CuAl-A1,0.0,7.75,Rebuilding brass ship propellers and cladding surfaces against wear and corrosion attack. Welding galvanized plates or stainless steel sheets and suitable for cladding cast iron and un- and low alloyed steels. ,,0.0,0.0,0.0,2.0,0.0,0.0,91.75,1733-1: SG CuAl8,2.0921,,0.0,0.0,,100.0,1.0,AW,100.0,,1035.0,24373: Cu 6100-CuAl7,0.0,0.2,,0.0,0.0,CuAl 8,0.0,0.0,0.30000000000000004,0.0,,0.5,0.0,0.0,,"High quality alloyed copper wire for the Mig process (Mig brazing as well)The weld metal is a CoppeAluminum bronzeSound, pore free deposits on ferrous and noferrous base materialsExcellent corrosion resistance ",0.0,,430.0,,0.0,,,0.0,,0.0,"Brass, copper, steel, CuZn alloys, Ship propeller, AISI 304, sliding Surface, shafts, bearings etc.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cual-8
243,45.0,A 5.7: no standard,0.0,4.75,"Low alloyed aluminum bronze, particularly suitable for joint welds on ferritic and austenitic steels. Good flowing properties with good cover groove, also suitable for joint welds on steels and copper. 
For multiplayer welding on steels, pulsed arc welding is recommended. Amazing results are obtained on stainless steel sheet metal due to less heat input, higher travel speed and less cleaning hours. 
Containers, valve control chambers, exhaust parts, thin sheet welding (steel and specially stainless steel) Ship propellers, shipbuilding, pump building, shafts, guide grooves etc.


",,0.0,0.0,0.0,2.0,0.0,0.0,93.15,1733: ~SG CuAl5Ni2,,,0.0,0.0,,84.0,1.0,AW,161.0,,1072.5,24373: Cu6061 CuAl5Ni2Mn,0.0,0.30000000000000004,,0.0,0.0,CuAl5Ni2,0.0,0.0,1.8,0.0,,0.5,0.0,0.0,,"Sound, pore free deposits on ferrous and noferrous base materials with excellent wetting. Due to the excellent wetting and low melting point welding speeds can be achieved upto 2 mtr/min. The weld deposit offers a corrosion resistance similar to AISI 304.",0.0,,353.0,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cual5ni2
244,,A 5.7: no standard,0.0,8.0,Joint welds or building up of aluminum bronze. Cladding components undergoing metal to metal wear under high pressure. Especially suited for marine environments. The addition of nickel improves corrosion resistance in heat and rough seawater. ,,0.0,0.0,0.0,2.0,0.0,0.0,86.0,1733: SG-CuAl8Ni2,2.0922,,2.0,0.0,,140.0,1.0,AW,,,1040.0,24373: S Cu 6327 (CuAl8Ni2Fe2Mn2),0.0,2.0,,0.0,0.0,CuAl8Ni2,0.0,0.0,2.0,0.0,,,0.0,0.0,,"Special alloyed copper wire for the Mig processThe weld metal is a CANi bronzeSound, pore free deposits on ferrous and noferrous base materialsExcellent resistance to cavitations and stress corrosion cracking.",0.0,,530.0,,0.0,,,0.0,,0.0,"This filler metal with increased strenght and corrosion properties is verry wel suited for Ship propellers, shipbuilding, pump building, shafts, guide grooves etc. W.Nrs: 2.0916,2.0920, 2.0928, 2.0932, 2.0936, 2.0940, 2.0960, 2.0962, 2.0966, 2.0970, 2.0978, 2.0980.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cual8ni2
245,,A 5.7: no standard,0.0,8.0,Joint welds or building up of aluminum bronze. Cladding components undergoing metal to metal wear under high pressure. Especially suited for marine environments. The addition of nickel improves corrosion resistance in heat and rough seawater. ,,0.0,0.0,0.0,2.0,0.0,0.0,86.0,1733: SG-CuAl8Ni2,2.0922,,2.0,0.0,,140.0,1.0,AW,,,1040.0,24373: S Cu 6327 (CuAl8Ni2Fe2Mn2),0.0,2.0,,0.0,0.0,CuAl8Ni2 Tig,0.0,0.0,2.0,0.0,,,0.0,0.0,,"Special alloyed copper wire for the Tig processThe weld metal is a CANi bronzeSound, pore free deposits on ferrous and noferrous base materialsExcellent resistance to cavitations and stress corrosion cracking.",0.0,,530.0,,0.0,,,0.0,,0.0,"This filler metal with increased strenght and corrosion properties is verry wel suited for Ship propellers, shipbuilding, pump building, shafts, guide grooves etc. W.Nrs: 2.0916,2.0920, 2.0928, 2.0932, 2.0936, 2.0940, 2.0960, 2.0962, 2.0966, 2.0970, 2.0978, 2.0980.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cual8ni2-tig
246,15.0,A 5.7: ER CuNiAl,0.0,8.0,"Desalting installations, CuNiAl ship propellers, cladding against corrosion, cladding against wear, gliding surfaces, shipbuilding, pump building, shafts, guide grooves, tube systems etc",,0.0,0.0,0.0,2.0,0.0,0.0,82.8,1733T.1: SG CuAl8Ni6,2.0923,,3.2,0.0,,200.0,1.0,AW,,,,14640: S Cu 6328 (CuAl9Ni5Fe3Mn2),0.0,1.5,,0.0,0.0,CuAl8Ni6,0.0,0.0,4.5,0.0,,,0.0,0.0,," The weld metal is a CANi bronze 
 Sound, pore free deposits on ferrous and noferrous base materials 
 Seawater, wear and corrosion resistance; for example when seawater, cavitation and erosion are simultaneously affecting the weld deposit. ",0.0,,700.0,400.0,0.0,,,0.0,,0.0,"CuNiAl, CuAlNi, aluminum bronze, ship propellers, 2.0923, UNS C63000, C630AlBz, Joint welds or building up of aluminum bronze. Cladding (steel) components undergoing metal to metal wear under high pressure. Especially suited for marine environments. The addition of nickel improves corrosion resistance in heat and rough seawater.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cual8ni6
247,15.0,A 5.7: ER CuNiAl,0.0,8.0,"Desalting installations, CuNiAl ship propellers, cladding against corrosion, cladding against wear, gliding surfaces, shipbuilding, pump building, shafts, guide grooves, tube systems etc.",,0.0,0.0,0.0,2.0,0.0,0.0,82.8,1733T.1: SG CuAl8Ni6,2.0923,,3.2,0.0,,200.0,1.0,AW,,,,14640: S Cu 6328 (CuAl9Ni5Fe3Mn2),0.0,1.5,,0.0,0.0,CuAl8Ni6 Tig,0.0,0.0,4.5,0.0,,,0.0,0.0,," The weld metal is a CANi bronze 
 Sound, pore free deposits on ferrous and noferrous base materials 
 Seawater, wear and corrosion resistance; for example when seawater, cavitation and erosion are simultaneously affecting the weld deposit. ",0.0,,700.0,400.0,0.0,,,0.0,,0.0,"CuNiAl, CuAlNi, aluminium bronze, ship propellers, 2.0923, Joint welds or building up of aluminum bronze. Cladding (steel) components undergoing metal to metal wear under high pressure. Especially suited for marine environments. The addition of nickel improves corrosion resistance in heated and rough seawater.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cual8ni6-tig
248,35.0,A 5.7: ER CuAl-A2,0.0,9.25,"Joint welds or building up of aluminum bronze. Cladding components undergoing metal to metal wear. Joining steel to copper alloys, cast iron and or bronze. ",,0.0,0.0,0.0,2.0,0.0,0.0,88.6,1733: SG-CuAl9Fe,2.0937,,1.15,0.0,,140.0,1.0,AW,95.0,,1035.0,24373: Cu6180  CuAl10Fe,0.0,1.0,,0.0,0.0,CuAl9Fe,0.0,0.0,0.0,0.0,,,0.0,0.0,,"Special alloyed copper wire for Mig and Tig weldingThe weld metal is a CAl bronzeSound, pore free deposits.",0.0,,500.0,,0.0,,,0.0,,0.0,"Suitable for seawater resistant applications. Joining steel to copper alloys, cast iron and or bronze. Excellent for metal spraying. Ship propellers, shipbuilding, pump building, shafts, guide grooves etc, UNS : C 60600 - C 61600 - C 68700, DIN : Cu Al5 - Cu Al8 - CuZn20Al2, Werkstoff Nr : 2.0916 - 2.0920 - 2.0960",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cual9fe
249,34.0,A 5.7: no standard,0.0,0.0,"This Copper-Nickel weld metal is suitable for welding and cladding CuNi-materials of DIN 17664 and seawater resistant CuZn alloys of DIN 17660 table 3.
And also suitable for surfacing on low alloyed and unalloyed steels and grey cast iron.",,0.0,0.0,0.0,2.0,0.0,0.0,0.4,1733: SG-CuNi10Fe,2.0873,,1.0,0.0,,80.0,1.0,AW,190.0,,,24373: Cu 7061,0.0,0.7000000000000001,,0.0,0.0,CuNi10Fe,0.0,0.0,10.5,0.0,,,0.0,0.0,,,0.0,,300.0,,0.0,,,87.4,,0.0,"Cunifer 10, cuni10fe, seawater resistant, marine applications, tubes, pump building, offshore etc.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cuni10fe
25,37.0,A 5.9: ER 309 LSi,0.0,0.0,"Buffer layers before hard facing, dissimilar joints between ferritic and austenitic steels and or difficult to weld steels. ",,0.0,0.0,0.03,2.0,0.0,24.0,0.0,8556: SG X2CrNi 24 12,1.4332,,0.0,0.0,,,0.0,AW,160.0,,90.0,14343-A: W 23 12 L Si,0.0,2.0,,0.0,0.0,309LSi,0.0,0.0,13.0,0.0,,,0.0,0.0,,"High mechanical properties and very good weldability due to a ingreased silicon content, suitable for operating temperatures up to 300°C. ",0.0,,600.0,440.0,0.0,,,0.9,,0.0,"Buffer layers before hard facing, dissimilar joints between ferritic and austenitic steels and or difficult to weld steels such as: 42CrMo4, C45, 42MnV7, tool steels etc.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/309lsi
250,34.0,A 5.7: no standard,0.0,0.0,"This Copper-Nickel weld metal is suitable for welding and cladding CuNi-materials of DIN 17664 and seawater resistant CuZn alloys of DIN 17660 table 3.
And also suitable for surfacing on low alloyed and unalloyed steels and grey cast iron.",,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1733: SG-CuNi10Fe,2.0873,,1.0,0.0,,80.0,1.0,AW,190.0,,,24373: Cu 7061,0.0,0.7000000000000001,,0.0,0.0,CuNi10Fe TIG,0.0,0.0,10.5,0.0,,,0.0,0.0,,"Sound, pore free deposits on ferrous and noferrous base materials",0.0,,300.0,,0.0,,,87.8,,0.0,"Cunifer 10, cuni10fe, seawater resistant, marine applications, tubes, pump building, offshore etc.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cuni10fe-tig
251,,A 5.8: RB CuZn-D,0.0,0.0,"Joining: Steels, Galvanized steel, Tempered Cast Iron, Cast iron, Nickel alloys etc… This alloy is mainly used in the furniture and the bicycle industry for high strength joining of steels, also is this alloy recommended for rebuilding cock wheels due to the good sliding properties. ",,0.0,0.0,0.0,5.0,0.0,0.0,48.0,8513: L-CuZn10Zn42,2.0711,,0.0,0.0,,,0.0,,,,905.0,17672: CU 773,0.0,0.0,,0.0,0.0,CuNi10Zn42,0.0,0.0,10.0,0.0,,,0.0,0.0,,Good flowing high strength Nbrass alloy containing Nickel for more strength and bridging capability during brazing with excelent rebuilding properties. ,0.0,,800.0,,0.0,,,0.2,,0.0,,0.0,0.0,0.0,41.8,0.0,,,http://www.ceweld.nl/en/product/cuni10zn42
252,,A 5.8: RB CuZn-D,0.0,0.0,"Joining: Steels, Galvanized steel, Tempered Cast Iron, Cast iron, Nickel alloys etc… This alloy is mainly used in the furniture and the bicycle industry for high strength joining of steels, also is this alloy recommended for rebuilding cock wheels due to the good sliding properties. 
",,0.0,0.0,0.0,5.0,0.0,0.0,48.0,8513: RB CuZn-D,2.0711,,0.0,0.0,,,0.0,,,,905.0,17672: CU 773,0.0,0.0,,0.0,0.0,CuNi10ZnF,0.0,0.0,10.0,0.0,,,0.0,0.0,,"High strength brass alloy containing Nickel for more strength and bridging capability during brazing. Due to the special flux coating this type is mostly used in maintenance and repair, the flux coated rod can be bended very well without loosing flux.",0.0,,800.0,,0.0,,,0.2,,0.0,,0.0,0.0,0.0,41.8,0.0,,,http://www.ceweld.nl/en/product/cuni10znf
253,36.0,A 5.7: ER CuNi,0.0,0.0,"This Copper-Nickel weld metal is widely used for marine and desalination applications. Dissimilar-welding applications for this alloy are joints between Monel alloys or Nickel 200 and Copper-Nickel alloys. 
Often used for surfacing on steel by using Ceweld NiTi-3 as a barrier layer.  Shipbuilding, seawater evaporation plants, tubes, pump building, offshore, desalting equipment and parts etc.",,0.0,0.0,0.04,2.0,0.0,0.0,67.31,1733: SG-CuNi30Fe,2.0837,,0.55,0.0,,240.0,1.0,AW,240.0,,,24373: Cu 7158,0.0,1.0,,0.0,0.0,CuNi30Fe,0.0,0.0,30.5,0.0,,,0.0,0.0,,"Sound, pore free deposits on ferrous and noferrous base materials offering excellent resistance to corrosion in sea water. ",0.0,,420.0,200.0,0.0,,,0.25,,0.0,"(Monel 67): Wrougt and cast alloys of 70-30, 80-20 and 90-10 copper nickel alloys, Monel 450, (alloy 450),  Nickel 200, CuNi10Fe, CuNi20Fe (2.0878), CuNi30Fe (2.0882).",0.35000000000000003,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cuni30fe
254,36.0,A 5.7: ER CuNi,0.0,0.0,"This Copper-Nickel weld metal is widely used for marine and desalination applications. Dissimilar welding applications for this alloy are joints between Monel alloys or Nickel 200 and Copper-Nickel alloys. 
Often used for surfacing on steel by using Ceweld NiTi-3 as a barrier layer.  Shipbuilding, seawater evaporation plants, tubes, pump building, offshore, desalting equipment and parts etc.",,0.0,0.0,0.04,2.0,0.0,0.0,67.31,1733: SG-CuNi30Fe,2.0837,,0.55,0.0,,240.0,1.0,AW,240.0,,,24373: Cu 7158,0.0,1.0,,0.0,0.0,CuNi30Fe Tig,0.0,0.0,30.5,0.0,,,0.0,0.0,,,0.0,,420.0,200.0,0.0,,,0.25,,0.0,"(Monel 67): Wrougt and cast alloys of 70-30, 80-20 and 90-10 copper nickel alloys, Monel alloy 450, Nickel 200, CuNi10Fe, CuNi20Fe (2.0878), CuNi30Fe (2.0882).",0.35000000000000003,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cuni30fe-tig
255,40.0,UNS: C72500,0.0,0.0,"Circuit breaker components, Springs for relays and switches, Bellows, Bridles",,0.0,0.0,0.0,2.0,0.0,0.0,87.69,,,,0.28,0.0,,,0.0,,,,,,0.0,0.28,,0.0,0.0,CuNi9Sn2,0.0,0.0,9.35,0.0,,,0.0,0.0,,"This alloy offers good combination of fatigue resistance, formability and corrosion resistance.",0.0,,370.0,,0.0,,,0.0,,2.3,,0.0,0.0,0.0,0.1,0.0,,,http://www.ceweld.nl/en/product/cuni9sn2
256,40.0,A 5.7: no standard,0.0,0.0,"Welding pure copper, copper to steel, grey cast iron and Nickel alloys with 3 mm wall thickness and more.",,0.0,0.0,0.0,2.0,0.0,0.0,99.94,1733: no standard,,,0.0,0.0,,50.0,1.0,AW,65.0,8.9,1080.0,24373: no standard,0.0,0.0,,0.0,0.0,CuP Tig,0.0,0.0,0.0,0.0,,,0.0,0.06,,,0.0,,220.0,,0.0,,,0.0,,0.0,"Copper, copper to steel.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cup-tig
257,,A 5.7: ER CuSi-A,0.0,0.0,"Welding thin plates and or galvanized plates in the car industry and also for cladding CuMn, CuSiMn and CuZn alloys. Suitable for cladding cast iron and un- and low alloyed steels. Examples: 
Automobile industry, art work, cladding on steel, cast iron and copper alloys etc. 
",,0.0,0.0,0.0,2.0,0.0,0.0,96.275,1733: SG-CuSi3,2.1461,,0.0,0.0,,80.0,1.0,AW,,,,24373: Cu 6560,0.0,0.85,,0.0,0.0,CuSi 3,0.0,0.0,0.0,0.0,,0.5,0.0,0.0,,"High quality alloyed copper wire for the Mig process (Mig brazing as well)The weld metal is a CopperSilicon bronzeSound, pore free deposits on ferrous and noferrous base materialsExcellent corrosion resistance
-  Best to be used with pulsed welding ! ",0.0,,,350.0,0.0,,,2.875,,0.0,"Welding thin steel plates and or galvanized plates in the car industry and also for cladding CuMn, CuSiMn and CuZn alloys. Suitable for cladding cast iron and un- and low alloyed steels.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cusi-3
258,,A 5.7: ER CuSi-A,0.0,0.0,"Welding thin plates and or galvanized plates in the car industry and also for cladding CuMn, CuSiMn and CuZn alloys. Suitable for cladding cast iron and un- and low alloyed steels. Examples: 
Automobile industry, art work, cladding on steel, cast iron and copper alloys etc. 
",,0.0,0.0,0.0,2.0,0.0,0.0,96.275,1733: SG-CuSi3,2.1461,,0.0,0.0,,80.0,1.0,AW,,,,24373: Cu 6560,0.0,0.85,,0.0,0.0,CuSi 3 Tig,0.0,0.0,0.0,0.0,,0.5,0.0,0.0,,"High quality alloyed copper wire for the Tig process (Mig brazing as well)The weld metal is a CopperSilicon bronzeSound, pore free deposits on ferrous and noferrous base materialsExcellent corrosion resistance ",0.0,,,350.0,0.0,,,2.875,,0.0,"Welding thin steel plates and or galvanized plates in the car industry and also for cladding CuMn, CuSiMn and CuZn alloys. Suitable for cladding cast iron and un- and low alloyed steels.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cusi-3-tig
259,,A 5.7: no standard,0.0,0.0,"Welding CuMn, CuSiMn, pure copper and copper alloys. 
",,0.0,0.0,0.0,2.0,0.0,0.0,99.385,1733: no standard,,,0.0,0.0,,,0.0,AW,,8.9,1035.0,24373: no standard,0.0,0.25,,0.0,0.0,CuSiMn Tig,0.0,0.0,0.0,0.0,,,0.0,0.015,,Good flowing alloy with less pores and excellent doxidation properties.,0.0,,250.0,,0.0,,,0.25,,0.1,"Welding thin steel plates and or galvanized plates in the car industry and also for cladding CuMn, CuSiMn and CuZn alloys. Suitable for cladding cast iron and un- and low alloyed steels.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cusimn-tig
26,45.0,A 5.9: ER 310,0.0,0.0,"Common applications include industrial furnaces, annealing chambers, fused salt treatment installations and boiler parts, as well as heat exchangers.",,0.0,0.0,0.1,2.0,0.0,26.0,0.30000000000000004,8556: SG X12CrNi 25 20,1.4842,,0.0,0.0,,,0.0,AW,175.0,,60.0,14343-A: G 25 20 Mn,0.0,1.8,,0.30000000000000004,0.0,310,0.0,0.0,21.0,0.0,,,0.0,0.0,,"Solid drawn ,corrosioresistant, chromiunickel wire for welding hearesistant austenitic steels of the 25% Cr, 20% Ni types. 310 has good general oxidation resistance, especially at high temperatures, due to its high Cr content. The alloy is fully austenitic and is therefore sensitive to hot cracking. The temperature limits for use under intermittent oxidation depend on cycle frequency. In no case shall a temperature of 1000°C be exceeded. This alloy can withstand relatively severe thermic shock, and is superior to type 309 L.",0.0,,590.0,3.0,0.0,,,0.5,,0.0,"Heat resistant stainless steels: 1.4823, 1.4826, 1.4828, 1.4832, 1.4835, 1.4840, 1.4841, 1.4846, 1.4848, 1.4837, 1.4710, 1.4713, 1.4724, 1.4726, 1.4742, 1.4745, 1.4762, 1.4845, 1.4849, 253MA,X15CrNiSi 25 20, G-X40CrNiSi 25 12, G-X15CrNi 25 20",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/310
260,,A 5.7: ER Cu,0.0,0.0,"Boilers and tubes out of copper or copper alloys, oven soldering etc..",,0.0,0.0,0.0,2.0,0.0,0.0,98.6,1733: SG-CuSn,2.1006,,0.0,0.0,,60.0,1.0,AW,,,975.0,24373:,0.0,0.30000000000000004,,0.0,0.0,CuSn,0.0,0.0,0.0,0.0,,,0.0,0.0,,"High quality alloyed copper wireSound, pore free deposits and good electrical conductivityExcellent corrosion resistance",0.0,,220.0,,0.0,,,0.30000000000000004,,0.8,Bronze alloy with minimally 0.8 tin for virtually all welding procedures. Very good deoxidisation. Surfacing and joining of Cu and copper- alloys. Widely used in oven soldering.,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cusn
261,,A 5.7: no class,0.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,87.3,1733: SG-CuSn12,2.1056,,0.0,0.0,,120.0,1.0,AW,,,907.5,24373:,0.0,0.0,,0.0,0.0,CuSn 12,0.0,0.0,0.0,0.0,,,0.0,0.2,,"Very good deoxidisation and high hardness similar to cast bronzes.
Surfacing and joining of Copper and CuSalloys.Widely used and recommended for oven soldering.

High quality alloyed copper wire
Sound, pore free deposits and good electrical conductivity
Good corrosion resistance against seawater
Excelelent sliding properties (bearings etc.)
",1.0,,350.0,,0.0,,,0.0,,12.5,Tin bronze alloy with high percentage of tin for virtually all welding procedures. Very good deoxidisation and high hardness similar to cast bronzes. Surfacing and joining of Copper and CuSn-alloys. Widely used and recommended for oven soldering.,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cusn-12
262,,A 5.7: no class,0.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,87.3,1733: SG-CuSn12,2.1056,,0.0,0.0,,120.0,1.0,AW,,,907.5,24373:,0.0,0.0,,0.0,0.0,CuSn 12 Tig,0.0,0.0,0.0,0.0,,,0.0,0.2,,"Very good deoxidisation and high hardness similar to cast bronzes.
Surfacing and joining of Copper and CuSalloys.Widely used and recommended for oven soldering.
High quality alloyed copper wireSound, pore free deposits and good electrical conductivityExcellent corrosion resistance",1.0,,350.0,,0.0,,,0.0,,12.5,Tin bronze alloy with high percentage of tin for virtually all welding procedures. Very good deoxidisation and high hardness similar to cast bronzes. Surfacing and joining of Copper and CuSn-alloys. Widely used and recommended for oven soldering.,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cusn-12-tig
